numero_expediente,tipo_obra,fecha_inicio_expediente,registro_obra_mes,registro_obra_anio,metros_cuadrados_obra,direccion_obra,seccion_manzana_parcela,lat,long,altura_obra,calle_obra,barrio_obra,comuna_obra,cp_obra,cpa_obra
17110863/17,MODIFICACION Y DEMOLICION PARCIAL,2018-04-27,ABRIL,2018,166.18,G.DE COSSIO 6727,072-089-037,-34.6493098082221,-58.5181658501157,6727,DE COSSIO ,Liniers,Comuna 9,1408,C1408EWY
10052378/18,OBRA NUEVA,2018-04-27,ABRIL,2018,155.19,AGUARIBAY 6935,093-002B-016,-34.6334268017067,-58.5283549728934,6935,AGUARIBAY ,Versalles,Comuna 10,1408,C1408AOE
28767735/17,OBRA NUEVA,2018-04-27,ABRIL,2018,1063.74,PAEZ 1772,057-030-004,-34.6175281014127,-58.4583005320075,1772,PAEZ ,Flores,Comuna 7,1406,C1406FQB
20127080/17,MODIFICACION Y DEMOLICION PARCIAL,2018-04-27,ABRIL,2018,55.92,E.MARTINEZ 2022,039-010-012c,-34.5703235875466,-58.4675461674272,2022,MARTINEZ ,,,,
27148940/17,,2018-04-27,ABRIL,2018,689.25,R.FREIRE 2619,041-063-013,-34.5622477263341,-58.4677555229221,2619,FREIRE ,Coghlan,Comuna 12,1428,C1428CZM
15898339/17,OBRA NUEVA,2018-04-27,ABRIL,2018,690.76,EL QUIJOTE 2660,069-042A-017,-34.6051118944126,-58.482072654735,2660,EL QUIJOTE ,Villa Del Parque,Comuna 11,1417,C1417GWD
30290256/17,OBRA NUEVA,2018-04-27,ABRIL,2018,664.48,CHARLONE 875,037-011-024a,-34.5816839170996,-58.4550068150611,875,CHARLONE ,Chacarita,Comuna 15,1427,C1427BXQ
29467998/17,OBRA NUEVA,2018-04-27,ABRIL,2018,908.3,THOMPSON 509,040-034-048,-34.6255221636046,-58.4388311313854,509,THOMPSON ,Caballito,Comuna 6,1424,C1424ALC
30156671/17,OBRA NUEVA,2018-04-27,ABRIL,2018,962.33,GALICIA 1035,059-166-032,-34.6076057995541,-58.4534231249193,1035,GALICIA ,Caballito,Comuna 6,1416,C1416DGK
24466643/15,OBRA NUEVA,2018-04-27,ABRIL,2018,1314.21,S.M.DEL CARRIL 3053,073-009A-023,-34.592210146432,-58.4997254044178,3053,DEL CARRIL ,Villa Pueyrredon,Comuna 12,1419,C1419GZJ
27508593/16,OBRA NUEVA,2018-04-27,ABRIL,2018,1892.69,NAZCA 4656/58,073-022-033,-34.587261384028,-58.5014388765398,4656,NAZCA ,Villa Pueyrredon,Comuna 12,1419,C1419DFW
32770113/15,OBRA NUEVA,2018-04-27,ABRIL,2018,858.6,HABANA 2256/58,073-074-007,-34.5854326114824,-58.4914479606417,2256,HABANA ,Villa Pueyrredon,Comuna 12,1419,C1419GPD
23547507/17,OBRA NUEVA,2018-04-27,ABRIL,2018,520.3,MU5IZ 1987/89,038-135-024a,-34.6381072832465,-58.4225365962395,5,MU,,,,
16045413/17,MODIFICACION Y DEMOLICION PARCIAL,2018-04-27,ABRIL,2018,1934.18,TRES ARROYOS 1829/39,059-037-002A,-34.6106419661,-58.4632354836084,1829,TRES ARROYOS ,Villa Gral. Mitre,Comuna 11,1416,C1416DDA
7141850/13,MODIFICACION,2018-05-02,MAYO,2018,1663.9,AREVALO 1840,035-049-036a,-34.580156702415,-58.4387347669614,1840,AREVALO ,Palermo,Comuna 14,1414,C1414CQL
21352782/17,,2018-05-02,MAYO,2018,115.48,MIRALLA 840,060-045A-011,-34.6471117602755,-58.5020130026267,840,MIRALLA ,Mataderos,Comuna 9,1440,C1440DCF
25521610/17,MODIFICACION,2018-05-02,MAYO,2018,171849.53,E.R.DELLEPIANE 550,098-001V-012A,-34.6206010906744,-58.3600201328007,550,DELLEPIANE ,Puerto Madero,Comuna 1,1107,C1107BCA
26045812/16,OBRA NUEVA,2018-05-02,MAYO,2018,1650.63,A.GALLARDO 608,045-090-002,-34.6063508828977,-58.4387974140849,608,GALLARDO ,Versalles,Comuna 10,1408,C1408BSL
22070615/17,AMPLIACION,2018-05-02,MAYO,2018,12529.41,J.E.URIBURU 1062/70,011-032-041a,-34.5964813660669,-58.398449037829,1062,URIBURU ,Recoleta,Comuna 2,1114,C1114AAF
27306017/17,OBRA NUEVA,2018-05-02,MAYO,2018,709.3,P.I.RIVERA 2837,041-110-018,-34.5594080774279,-58.4647607890964,2837,RIVERA ,,,,
27629707/17,OBRA NUEVA,2018-05-02,MAYO,2018,3889.3,VILLAROEL 1232,033-001-010b,-34.5937774823933,-58.4441934000063,1232,VILLAROEL ,,,,
10461354/18,MODIFICACION Y DEMOLICION PARCIAL,2018-05-02,MAYO,2018,1170.86,B.MITRE 2108/10,009-050-002,-34.6089171470886,-58.3959477171605,2108,MITRE ,Balvanera,Comuna 3,1039,C1039AAH
8480632/18,OBRA NUEVA,2018-05-02,MAYO,2018,387.86,NAVARRO 3469/71,083-186-002c,-34.5991766815527,-58.5021425528852,3469,NAVARRO ,Villa Devoto,Comuna 11,1419,C1419HTO
29520101/17,MODIFICACION Y DEMOLICION PARCIAL,2018-05-02,MAYO,2018,221.9,LARRAZABAL 1362/70,062-025-016,-34.6522239843738,-58.5007214747212,1362,LARRAZABAL ,Mataderos,Comuna 9,1440,C1440CUS
19769625/17,MODIFICACION,2018-05-03,MAYO,2018,1093.3,TERRERO 838,057-011-028d,-34.6178157143416,-58.460288351199,838,TERRERO ,Flores,Comuna 7,1406,C1406BKP
30099363/17,,2018-05-03,MAYO,2018,5405.03,SAN MARTIN 2311/21,059-133-031c,-34.6042579258303,-58.4596412066776,2311,SAN MARTIN ,,,,
15866602/16,OBRA NUEVA,2018-05-03,MAYO,2018,1388.73,BAIGORRIA 259*0,069-059-016,-34.6009439402733,-58.4840220299997,259,BAIGORRIA ,,,,
23850948/17,OBRA NUEVA,2018-05-04,MAYO,2018,761,GALVAN 3153,053-034-014,-34.566723954311,-58.4871083325172,3153,GALVAN ,Villa Urquiza,Comuna 12,1431,C1431FVE
5481870/18,OBRA NUEVA,2018-05-04,MAYO,2018,725.57,NAVARRO 4045/47,083-063-003,-34.6033744249625,-58.5088251603628,4045,NAVARRO ,Villa Devoto,Comuna 11,1419,C1419HUC
20480360/17,OBRA NUEVA,2018-05-04,MAYO,2018,1247,N.OROÑO 2493,059-137-023,-34.5986290228431,-58.4588851041271,2493,O ,,,,
29431817/17,OBRA NUEVA,2018-05-04,MAYO,2018,256.79,FRANCO 3312/14,083-229-001b,-34.5854560671895,-58.5113849433,3312,FRANCO ,Villa Devoto,Comuna 11,1419,C1419FIL
7141103/18,OBRA NUEVA,2018-05-04,MAYO,2018,4066.65,ARANGUREN 1061/65,057-103-021,-34.6170369427194,-58.4473504806848,1061,ARANGUREN ,Caballito,Comuna 6,1405,C1405CRU
8730032/18,OBRA NUEVA,2018-05-04,MAYO,2018,1836.3,QUERANDIES 4430,017-003-005,-34.6123894532864,-58.4286082393221,4430,QUERANDIES ,Almagro,Comuna 5,1183,C1183AGF
26262545/17,OBRA NUEVA,2018-05-04,MAYO,2018,331.56,R.GUTIERREZ 3726,081-091-005,-34.602887103272,-58.5041199202862,3726,GUTIERREZ ,,,,
4494852/15,MODIFICACION,2018-05-04,MAYO,2018,15984.29,VEDAIA 4090,043-012D-004a,-34.547454485146,-58.4899401406364,4090,VEDAIA ,,,,
29413111/17,OBRA NUEVA,2018-05-04,MAYO,2018,3596.46,ALM.BROWN 757/61,006-032-018,-34.6323444558063,-58.361241023789,757,BROWN ,Boca,Comuna 4,1155,C1155AEE
11826912/16,AMPLIACION,2018-05-04,MAYO,2018,7.14,R.YRURTIA 5788/94,055-031-010,-34.5634448452603,-58.5016530440197,5788,YRURTIA ,Saavedra,Comuna 12,1431,C1431BJD
27407331/17,OBRA NUEVA,2018-05-04,MAYO,2018,2370.18,JUAN DE GARAY 3225,030-032-021,-34.6301818529152,-58.4098634043248,3225,JUAN DE GARAY ,San Cristobal,Comuna 3,1256,C1256ABB
30267948/17,OBRA NUEVA,2018-05-04,MAYO,2018,5582.24,DEL LIBERTADOR 6160/64,025-064-007,-34.5558703972225,-58.4487915851898,6160,DEL LIBERTADOR ,Belgrano,Comuna 13,1428,C1428ARR
17510372/17,OBRA NUEVA,2018-05-04,MAYO,2018,134,LAS HERAS 2080,011-050-010,-34.5901321969042,-58.3942577630093,2080,LAS HERAS ,Recoleta,Comuna 2,1127,C1127AAP
21395446/16,OBRA NUEVA,2018-05-04,MAYO,2018,11111.26,RIO DE JANEIRO 259/67,017-003-018a,-34.6129154739392,-58.4291458360284,259,RIO DE JANEIRO ,Almagro,Comuna 5,1405,C1405CCA
30167245/17,OBRA NUEVA,2018-05-08,MAYO,2018,395.79,CAMPANA 5457/59,083-257B-009,-34.5838515905148,-58.51210356637,5457,CAMPANA ,Villa Pueyrredon,Comuna 12,1419,C1419AIC
4446024/18,OBRA NUEVA,2018-05-08,MAYO,2018,265.2,MELINUE 5222,087-007B-004,-34.618689760597,-58.5169150253741,5222,MELINUE ,,,,
30151867/17,OBRA NUEVA,2018-05-08,MAYO,2018,227.71,COCHRANE 2944,075-025A-005,-34.5808137977391,-58.5077875150102,2944,COCHRANE ,Villa Pueyrredon,Comuna 12,1419,C1419FMP
30122573/17,MODIFICACION Y DEMOLICION PARCIAL,2018-05-08,MAYO,2018,25.64,PEDRO GOYENA 1623,042-040-026,-34.6284310965481,-58.4503015054356,1623,PEDRO GOYENA ,Caballito,Comuna 6,1406,C1406GWF
30299270/17,OBRA NUEVA,2018-05-08,MAYO,2018,36.56,MENDOZA 2915/17,039-064-013e,-34.5642847773168,-58.4618199300524,2915,MENDOZA ,Belgrano,Comuna 13,1428,C1428DKY
19978882/17,MODIFICACION,2018-05-10,MAYO,2018,1027.58,HUMBOLDT 1916/18,035-058-034,-34.5835734024826,-58.4330896376038,1916,HUMBOLDT ,Palermo,Comuna 14,1414,C1414CTV
29343221/17,OBRA NUEVA,2018-05-10,MAYO,2018,7967.95,TRIUNVIRATO 5369/75,063-118-011a,-34.5700701917132,-58.4908939005777,5369,TRIUNVIRATO ,Villa Urquiza,Comuna 12,1431,C1431FCG
30403146/17,OBRA NUEVA,2018-05-10,MAYO,2018,6355.62,GARCIA DEL RIO 2845/47,043-142-016b,-34.5494868714859,-58.4731946658696,2845,GARCIA DEL RIO ,Saavedra,Comuna 12,1429,C1429DEE
7468651/18,MODIFICACION Y DEMOLICION PARCIAL,2018-05-10,MAYO,2018,105.28,J.SUCRE 1231,025-082-025a,-34.5570375031125,-58.4427501201008,1231,SUCRE ,Belgrano,Comuna 13,1428,C1428DUM
9665992/18/,OBRA NUEVA,2018-05-11,MAYO,2018,1613.18,JUAN DE GARAY 1818/26,024-102-002,-34.6279491108049,-58.3908587520628,1818,JUAN DE GARAY ,Parque Patricios,Comuna 4,1256,C1256AAN
8656685/18,OBRA NUEVA,2018-05-11,MAYO,2018,11945.18,AV.CABILDO 20/24,035-105-002,-34.575512835727,-58.4356594028184,20,CABILDO ,Palermo,Comuna 14,1426,C1426AAN
30289556/17,OBRA NUEVA,2018-05-11,MAYO,2018,1070.72,C.LARRALDE 2954/56,041-107-006,-34.5524029207002,-58.472481979134,2954,LARRALDE ,Nu\u00f1ez,Comuna 13,1429,C1429BTW
